id_encuesta,fecha,area_servicio,genero,tipo_cliente,turno,satisfaccion_general,amabilidad_personal,tiempo_espera,calidad_servicio,limpieza_instalaciones,claridad_informacion,resolucion_problema,probabilidad_recomendar,edad_cliente,tiempo_atencion_minutos
541,2025-12-28,Planta de alimentos,Otro,Frecuente,Tarde,9,10,9,8,9,9,7,8,55,11
542,2025-12-28,Planta de alimentos,Masculino,Nuevo,Tarde,4,6,6,6,6,6,7,4,18,3
543,2025-12-29,Movilización,Femenino,Frecuente,Tarde,10,7,6,7,6,7,7,10,49,14
544,2025-12-29,Movilización,Femenino,Frecuente,Tarde,8,5,6,5,7,6,6,8,51,19
545,2025-12-29,Movilización,Femenino,Frecuente,Tarde,7,6,5,9,10,9,5,7,33,10
546,2025-12-29,Farmacia,Masculino,Nuevo,Noche,4,6,5,5,5,5,5,5,51,18
547,2025-12-29,Planta de alimentos,Femenino,Frecuente,Mañana,9,8,10,8,8,7,8,8,51,2
548,2025-12-29,Farmacia,Masculino,Frecuente,Tarde,8,8,6,6,7,6,7,8,42,3
549,2025-12-29,Movilización,Masculino,Frecuente,Tarde,5,8,8,7,7,5,4,6,27,21
550,2025-12-29,Movilización,Femenino,Nuevo,Mañana,7,6,4,5,7,6,6,6,62,22
551,2025-12-29,Farmacia,Femenino,Frecuente,Tarde,8,9,7,7,6,7,8,9,40,10
552,2025-12-29,Movilización,Masculino,Frecuente,Mañana,7,7,7,8,8,7,8,8,21,16
553,2025-12-30,Movilización,Femenino,Nuevo,Tarde,7,6,6,7,5,5,5,8,28,17
554,2025-12-30,Farmacia,Femenino,Frecuente,Mañana,10,9,8,10,9,7,9,9,36,12
555,2025-12-30,Planta de alimentos,Femenino,Frecuente,Noche,4,7,6,7,6,7,8,6,49,2
556,2025-12-30,Farmacia,Femenino,Frecuente,Tarde,7,6,7,9,7,7,9,7,43,3
557,2025-12-30,Farmacia,Masculino,Frecuente,Mañana,7,6,6,7,7,8,5,6,40,9
558,2025-12-30,Farmacia,Femenino,Frecuente,Tarde,7,8,8,8,7,6,8,8,47,12
559,2025-12-30,Movilización,Femenino,Frecuente,Noche,7,6,4,7,4,5,5,7,46,12
560,2025-12-30,Farmacia,Masculino,Nuevo,Mañana,7,8,3,6,6,7,7,8,18,7
561,2025-12-30,Farmacia,Femenino,Frecuente,Tarde,8,8,6,7,5,7,6,8,48,9
562,2025-12-31,Planta de alimentos,Femenino,Frecuente,Mañana,7,9,6,10,8,7,9,7,37,3
563,2025-12-31,Farmacia,Femenino,Frecuente,Noche,8,9,5,9,8,8,6,7,47,12
564,2025-12-31,Movilización,Femenino,Nuevo,Noche,4,6,3,7,5,4,7,5,53,17
565,2025-12-31,Movilización,Masculino,Frecuente,Tarde,6,6,6,4,6,5,5,5,21,16
566,2025-12-31,Farmacia,Masculino,Frecuente,Noche,6,9,5,6,9,6,5,6,31,14
567,2025-12-31,Movilización,Femenino,Frecuente,Tarde,10,7,7,9,8,9,9,10,43,10
568,2025-12-31,Farmacia,Otro,Frecuente,Mañana,9,8,8,10,8,9,7,8,63,5
569,2025-12-31,Movilización,Masculino,Nuevo,Noche,5,8,6,7,6,6,6,6,40,19
570,2025-12-31,Movilización,Femenino,Frecuente,Mañana,9,10,9,10,9,9,10,8,62,11
571,2026-01-01,Planta de alimentos,Femenino,Nuevo,Tarde,10,8,9,8,8,8,9,10,52,5
572,2026-01-01,Planta de alimentos,Femenino,Frecuente,Tarde,9,10,6,9,6,8,9,8,51,2
573,2026-01-01,Farmacia,Femenino,Frecuente,Tarde,7,6,6,7,7,6,6,8,49,8
574,2026-01-01,Planta de alimentos,Femenino,Frecuente,Tarde,8,10,9,8,8,8,8,9,41,2
575,2026-01-01,Farmacia,Femenino,Nuevo,Tarde,6,8,7,7,9,8,8,7,39,6
576,2026-01-01,Farmacia,Masculino,Nuevo,Tarde,8,7,7,8,8,5,6,7,44,4
577,2026-01-01,Farmacia,Femenino,Frecuente,Tarde,7,10,7,7,10,8,7,7,20,11
578,2026-01-01,Farmacia,Femenino,Frecuente,Tarde,8,8,6,8,9,5,8,9,65,8
579,2026-01-01,Farmacia,Femenino,Nuevo,Tarde,7,4,3,5,6,7,5,5,61,6
580,2026-01-01,Movilización,Femenino,Frecuente,Tarde,6,7,5,8,5,7,5,6,41,12
581,2026-01-01,Planta de alimentos,Masculino,Frecuente,Tarde,10,10,6,7,9,8,5,9,52,4
582,2026-01-01,Planta de alimentos,Femenino,Frecuente,Mañana,9,9,8,8,10,8,10,8,59,2
583,2026-01-01,Movilización,Femenino,Frecuente,Noche,7,7,8,5,7,7,6,8,47,18
584,2026-01-01,Farmacia,Femenino,Frecuente,Noche,7,6,8,8,10,8,7,7,35,14
585,2026-01-01,Movilización,Femenino,Frecuente,Mañana,5,7,5,7,8,6,7,5,24,23
586,2026-01-01,Farmacia,Femenino,Nuevo,Mañana,9,7,5,8,9,8,7,8,33,4
587,2026-01-02,Farmacia,Masculino,Nuevo,Tarde,3,6,6,5,6,5,7,4,26,17
588,2026-01-02,Movilización,Femenino,Frecuente,Tarde,8,7,5,8,8,8,7,8,18,15
589,2026-01-02,Farmacia,Masculino,Nuevo,Tarde,6,6,6,6,4,5,7,5,55,12
590,2026-01-02,Planta de alimentos,Femenino,Frecuente,Tarde,6,8,7,8,7,6,7,6,35,7
591,2026-01-02,Farmacia,Femenino,Frecuente,Mañana,6,8,8,8,8,10,6,5,29,10
592,2026-01-02,Planta de alimentos,Femenino,Nuevo,Mañana,7,9,7,8,7,8,8,8,38,10
593,2026-01-02,Planta de alimentos,Masculino,Nuevo,Tarde,9,8,8,8,7,6,6,8,51,4
594,2026-01-02,Farmacia,Femenino,Frecuente,Mañana,7,6,8,7,7,8,7,7,46,9
595,2026-01-02,Movilización,Masculino,Nuevo,Noche,7,7,6,7,8,6,6,8,33,20
596,2026-01-02,Farmacia,Masculino,Frecuente,Noche,8,8,8,5,8,7,7,8,40,12
597,2026-01-02,Movilización,Masculino,Frecuente,Tarde,6,7,5,5,6,7,6,7,48,13
598,2026-01-02,Movilización,Masculino,Frecuente,Mañana,7,8,6,9,10,6,7,8,36,13
599,2026-01-02,Movilización,Masculino,Frecuente,Tarde,6,7,9,7,8,8,8,7,38,16
600,2026-01-02,Movilización,Masculino,Nuevo,Tarde,7,7,5,7,5,6,7,7,67,17
601,2026-01-02,Movilización,Masculino,Frecuente,Tarde,7,9,7,7,8,8,8,8,48,19
602,2026-01-03,Farmacia,Masculino,Nuevo,Tarde,7,6,8,8,7,8,8,9,35,15
603,2026-01-03,Movilización,Masculino,Frecuente,Mañana,8,6,6,9,9,8,8,8,48,14
604,2026-01-03,Planta de alimentos,Femenino,Nuevo,Noche,5,7,6,6,6,6,6,6,54,5
605,2026-01-03,Farmacia,Masculino,Nuevo,Tarde,6,6,5,7,4,7,5,5,37,11
606,2026-01-03,Farmacia,Masculino,Frecuente,Noche,7,9,7,8,9,7,7,8,35,9
607,2026-01-03,Movilización,Femenino,Nuevo,Tarde,6,8,6,7,6,5,7,4,50,20
608,2026-01-04,Movilización,Femenino,Nuevo,Tarde,6,8,7,7,10,7,6,6,30,14
609,2026-01-04,Movilización,Masculino,Frecuente,Tarde,8,10,7,8,8,8,8,9,50,13
610,2026-01-04,Farmacia,Femenino,Nuevo,Mañana,8,8,7,8,8,8,9,8,59,5
611,2026-01-04,Movilización,Femenino,Frecuente,Noche,7,6,5,6,8,6,8,7,34,11
612,2026-01-04,Farmacia,Masculino,Frecuente,Tarde,5,8,8,7,9,7,7,5,19,18
613,2026-01-04,Movilización,Femenino,Frecuente,Mañana,7,8,8,7,10,9,9,8,32,10
614,2026-01-04,Movilización,Masculino,Frecuente,Noche,7,9,6,6,6,8,6,7,48,16
615,2026-01-04,Movilización,Masculino,Frecuente,Tarde,6,8,7,9,8,7,7,6,50,19
616,2026-01-05,Movilización,Masculino,Frecuente,Noche,7,6,7,8,5,8,6,7,40,18
617,2026-01-05,Movilización,Femenino,Frecuente,Noche,6,6,7,6,5,4,4,4,24,14
618,2026-01-05,Farmacia,Masculino,Nuevo,Tarde,6,9,7,5,8,7,7,7,54,15
619,2026-01-05,Planta de alimentos,Masculino,Frecuente,Mañana,10,9,8,9,6,7,9,10,39,2
620,2026-01-05,Farmacia,Masculino,Nuevo,Tarde,7,9,8,7,7,7,6,7,39,9
621,2026-01-06,Planta de alimentos,Masculino,Frecuente,Mañana,6,8,8,7,6,6,10,5,18,6
622,2026-01-06,Movilización,Femenino,Nuevo,Tarde,7,7,6,7,7,8,10,6,18,14
623,2026-01-06,Movilización,Femenino,Nuevo,Tarde,8,9,7,8,6,8,6,7,41,13
624,2026-01-06,Farmacia,Otro,Frecuente,Tarde,6,6,4,6,7,5,4,5,37,5
625,2026-01-06,Farmacia,Femenino,Frecuente,Mañana,9,7,8,10,9,8,9,9,66,4
626,2026-01-06,Farmacia,Masculino,Frecuente,Tarde,7,9,7,8,8,10,8,8,53,9
627,2026-01-06,Planta de alimentos,Masculino,Frecuente,Mañana,8,9,8,9,8,8,8,9,45,2
628,2026-01-06,Planta de alimentos,Femenino,Nuevo,Noche,6,5,6,6,5,6,6,5,55,5
629,2026-01-06,Planta de alimentos,Femenino,Frecuente,Tarde,8,8,5,8,7,6,6,8,75,11
630,2026-01-07,Planta de alimentos,Femenino,Frecuente,Noche,6,6,6,5,6,6,5,7,36,5
631,2026-01-07,Movilización,Otro,Frecuente,Mañana,7,10,9,8,8,7,9,7,18,19
632,2026-01-07,Farmacia,Masculino,Frecuente,Mañana,8,7,8,8,9,8,9,9,36,9
633,2026-01-07,Planta de alimentos,Femenino,Frecuente,Mañana,9,8,6,7,8,8,6,8,38,2
634,2026-01-07,Farmacia,Masculino,Nuevo,Tarde,7,7,5,5,5,6,7,6,25,16
635,2026-01-07,Movilización,Femenino,Nuevo,Tarde,6,6,6,6,8,6,5,6,43,18
636,2026-01-07,Movilización,Femenino,Nuevo,Mañana,7,6,4,6,6,6,7,6,39,18
637,2026-01-07,Movilización,Masculino,Frecuente,Tarde,6,7,5,6,6,5,7,5,35,15
638,2026-01-08,Movilización,Femenino,Frecuente,Mañana,8,8,7,8,7,8,7,6,51,24
639,2026-01-08,Movilización,Femenino,Frecuente,Mañana,8,7,7,6,7,8,6,7,27,10
640,2026-01-08,Movilización,Masculino,Nuevo,Mañana,6,5,6,6,5,6,6,6,55,19
641,2026-01-08,Farmacia,Masculino,Frecuente,Noche,9,6,7,8,7,7,8,9,29,7
642,2026-01-08,Planta de alimentos,Masculino,Frecuente,Tarde,10,10,8,8,10,10,8,9,65,4
643,2026-01-08,Movilización,Femenino,Nuevo,Mañana,7,5,8,6,5,7,6,8,18,12
644,2026-01-08,Planta de alimentos,Masculino,Nuevo,Tarde,7,8,7,6,7,7,9,8,18,3
645,2026-01-08,Farmacia,Masculino,Nuevo,Noche,8,6,7,6,7,7,7,7,46,9
646,2026-01-08,Planta de alimentos,Masculino,Nuevo,Mañana,8,7,7,7,6,8,8,7,45,2
647,2026-01-08,Planta de alimentos,Masculino,Nuevo,Noche,7,7,5,6,7,7,6,6,36,9
648,2026-01-09,Movilización,Femenino,Frecuente,Tarde,7,7,4,6,5,7,5,7,68,18
649,2026-01-09,Planta de alimentos,Femenino,Frecuente,Noche,8,7,8,6,8,5,7,8,37,2
650,2026-01-09,Movilización,Masculino,Frecuente,Noche,5,7,4,8,7,6,6,6,62,14
651,2026-01-09,Farmacia,Masculino,Frecuente,Tarde,8,9,7,8,9,5,8,8,41,13
652,2026-01-09,Movilización,Masculino,Nuevo,Noche,5,5,5,4,6,7,4,5,40,20
653,2026-01-09,Planta de alimentos,Femenino,Frecuente,Mañana,7,6,6,8,7,8,7,7,56,13
654,2026-01-09,Farmacia,Masculino,Nuevo,Mañana,8,4,7,8,5,7,6,7,45,10
655,2026-01-09,Movilización,Femenino,Frecuente,Tarde,9,5,6,7,7,8,7,8,31,12
656,2026-01-10,Movilización,Masculino,Frecuente,Mañana,6,6,6,5,6,7,5,7,48,23
657,2026-01-10,Farmacia,Femenino,Frecuente,Tarde,7,8,7,10,7,7,6,7,67,9
658,2026-01-10,Movilización,Femenino,Frecuente,Mañana,7,7,6,4,7,7,5,8,53,12
659,2026-01-10,Planta de alimentos,Femenino,Nuevo,Mañana,8,8,8,8,7,8,6,9,47,9
660,2026-01-11,Movilización,Femenino,Frecuente,Mañana,5,8,5,7,6,7,6,5,36,17
661,2026-01-11,Planta de alimentos,Otro,Frecuente,Mañana,8,7,5,8,6,8,7,8,54,2
662,2026-01-11,Planta de alimentos,Masculino,Frecuente,Mañana,9,8,8,8,7,8,7,10,20,5
663,2026-01-11,Farmacia,Femenino,Nuevo,Noche,7,7,7,6,8,7,6,7,46,6
664,2026-01-11,Farmacia,Femenino,Frecuente,Tarde,8,8,8,8,8,7,8,7,33,8
665,2026-01-11,Farmacia,Masculino,Frecuente,Mañana,7,8,7,9,8,8,8,7,36,8
666,2026-01-11,Movilización,Femenino,Frecuente,Tarde,8,9,5,7,6,5,8,8,33,12
667,2026-01-11,Movilización,Otro,Frecuente,Noche,7,8,4,7,9,9,7,8,49,18
668,2026-01-11,Farmacia,Masculino,Frecuente,Mañana,8,8,5,7,7,9,8,8,30,2
669,2026-01-11,Movilización,Femenino,Frecuente,Tarde,7,6,4,6,6,6,6,4,39,19
670,2026-01-12,Farmacia,Femenino,Nuevo,Mañana,7,7,8,5,4,9,8,6,29,9
671,2026-01-12,Movilización,Femenino,Frecuente,Tarde,6,10,9,8,7,8,7,6,31,16
672,2026-01-12,Movilización,Masculino,Frecuente,Mañana,6,5,6,6,6,4,5,5,24,14
673,2026-01-12,Planta de alimentos,Masculino,Frecuente,Noche,8,8,7,8,6,6,7,8,53,3
674,2026-01-12,Planta de alimentos,Femenino,Frecuente,Mañana,8,8,7,7,10,6,8,9,45,3
675,2026-01-12,Movilización,Femenino,Frecuente,Noche,6,7,6,5,5,5,5,6,44,20
676,2026-01-13,Planta de alimentos,Femenino,Nuevo,Mañana,7,9,6,8,7,7,5,5,59,9
677,2026-01-13,Planta de alimentos,Masculino,Frecuente,Noche,10,9,9,9,8,7,9,10,74,2
678,2026-01-13,Movilización,Masculino,Frecuente,Mañana,8,8,7,6,9,7,9,9,18,15
679,2026-01-13,Movilización,Masculino,Frecuente,Mañana,6,7,6,8,6,8,6,5,39,20
680,2026-01-13,Movilización,Masculino,Frecuente,Tarde,7,8,9,7,9,6,9,7,49,13
681,2026-01-13,Farmacia,Masculino,Nuevo,Mañana,9,8,7,9,7,7,9,10,34,9
682,2026-01-13,Farmacia,Masculino,Nuevo,Noche,5,6,5,6,7,7,4,5,49,17
683,2026-01-13,Planta de alimentos,Femenino,Frecuente,Tarde,7,7,8,5,7,6,6,8,31,6
684,2026-01-13,Farmacia,Femenino,Frecuente,Tarde,6,7,6,8,9,9,6,8,42,2
685,2026-01-14,Farmacia,Masculino,Frecuente,Mañana,6,10,7,8,9,8,8,7,40,7
686,2026-01-14,Movilización,Femenino,Frecuente,Tarde,6,8,5,4,6,5,5,6,55,14
687,2026-01-14,Farmacia,Femenino,Frecuente,Mañana,10,7,10,10,8,7,10,10,32,12
688,2026-01-14,Movilización,Masculino,Frecuente,Tarde,8,9,6,5,8,6,8,7,43,16
689,2026-01-14,Movilización,Masculino,Frecuente,Mañana,7,9,5,8,9,7,8,6,50,8
690,2026-01-14,Planta de alimentos,Femenino,Frecuente,Mañana,10,10,8,8,10,10,10,10,44,2
691,2026-01-14,Farmacia,Masculino,Frecuente,Noche,7,7,6,9,8,7,7,6,26,10
692,2026-01-14,Farmacia,Femenino,Frecuente,Tarde,7,7,4,6,7,5,7,7,30,8
693,2026-01-14,Farmacia,Masculino,Frecuente,Tarde,6,8,7,8,6,7,8,5,56,10
694,2026-01-14,Planta de alimentos,Masculino,Nuevo,Mañana,7,8,7,8,7,7,7,7,29,6
695,2026-01-15,Farmacia,Masculino,Nuevo,Tarde,6,6,6,6,8,7,7,7,50,8
696,2026-01-15,Farmacia,Masculino,Frecuente,Mañana,7,7,7,8,8,9,6,7,20,9
697,2026-01-15,Farmacia,Masculino,Frecuente,Tarde,7,9,6,8,8,6,7,7,22,14
698,2026-01-15,Planta de alimentos,Masculino,Frecuente,Tarde,7,7,8,8,9,9,9,8,31,8
699,2026-01-15,Movilización,Femenino,Frecuente,Tarde,7,8,7,7,8,6,9,7,69,19
700,2026-01-15,Farmacia,Femenino,Frecuente,Noche,7,6,7,7,8,6,8,8,32,11
701,2026-01-15,Farmacia,Femenino,Nuevo,Noche,9,8,7,7,9,8,10,10,57,5
702,2026-01-16,Farmacia,Masculino,Frecuente,Tarde,7,8,6,7,7,6,5,7,32,9
703,2026-01-16,Planta de alimentos,Masculino,Nuevo,Tarde,8,9,6,8,10,8,8,9,20,8
704,2026-01-16,Movilización,Femenino,Frecuente,Tarde,8,8,9,8,7,7,8,9,31,16
705,2026-01-17,Farmacia,Masculino,Nuevo,Tarde,6,7,7,5,7,5,5,6,35,6
706,2026-01-17,Movilización,Femenino,Frecuente,Tarde,8,9,10,9,8,7,9,9,42,14
707,2026-01-17,Planta de alimentos,Masculino,Nuevo,Tarde,8,8,9,6,8,8,7,9,51,2
708,2026-01-17,Farmacia,Masculino,Frecuente,Noche,8,8,6,6,8,6,6,8,46,11
709,2026-01-17,Movilización,Femenino,Frecuente,Mañana,6,8,8,7,9,7,8,5,53,18
710,2026-01-17,Planta de alimentos,Femenino,Nuevo,Noche,5,7,6,6,9,7,7,5,27,9
711,2026-01-17,Farmacia,Masculino,Nuevo,Mañana,8,8,4,8,9,7,5,8,59,6
712,2026-01-18,Farmacia,Otro,Frecuente,Tarde,10,8,7,7,9,8,10,9,19,11
713,2026-01-18,Planta de alimentos,Masculino,Frecuente,Mañana,8,5,8,7,9,8,8,8,35,4
714,2026-01-18,Movilización,Masculino,Frecuente,Tarde,5,4,5,7,5,6,5,5,28,17
715,2026-01-18,Farmacia,Femenino,Frecuente,Tarde,6,9,10,9,9,8,7,6,40,8
716,2026-01-18,Planta de alimentos,Masculino,Frecuente,Tarde,6,7,6,8,7,8,6,4,42,6
717,2026-01-19,Planta de alimentos,Femenino,Frecuente,Mañana,7,9,9,9,8,7,7,7,45,10
718,2026-01-19,Farmacia,Masculino,Frecuente,Tarde,10,9,9,9,7,9,9,10,28,9
719,2026-01-19,Farmacia,Masculino,Frecuente,Tarde,9,9,8,8,9,7,8,9,37,6
720,2026-01-19,Farmacia,Femenino,Frecuente,Noche,10,7,7,8,6,7,10,9,60,7
721,2026-01-19,Planta de alimentos,Femenino,Nuevo,Tarde,5,9,9,5,6,7,5,5,31,5
722,2026-01-20,Farmacia,Femenino,Frecuente,Noche,4,7,6,5,6,6,5,4,36,10
723,2026-01-20,Planta de alimentos,Femenino,Frecuente,Mañana,8,9,8,9,7,6,7,7,55,4
724,2026-01-20,Farmacia,Femenino,Frecuente,Mañana,8,10,8,10,10,10,10,9,31,9
725,2026-01-20,Planta de alimentos,Femenino,Nuevo,Tarde,7,7,7,7,7,7,8,9,34,7
726,2026-01-20,Planta de alimentos,Masculino,Nuevo,Noche,8,6,7,7,6,8,6,8,44,2
727,2026-01-20,Movilización,Femenino,Frecuente,Noche,6,6,6,5,7,5,5,5,67,14
728,2026-01-20,Farmacia,Femenino,Nuevo,Tarde,6,5,6,6,5,6,6,5,23,9
729,2026-01-20,Farmacia,Femenino,Frecuente,Mañana,10,8,9,8,9,10,9,9,35,2
730,2026-01-20,Movilización,Masculino,Frecuente,Mañana,7,6,5,5,7,5,6,6,34,17
731,2026-01-20,Planta de alimentos,Femenino,Frecuente,Mañana,9,10,7,7,8,9,8,8,18,2
732,2026-01-20,Farmacia,Femenino,Frecuente,Tarde,7,10,9,8,8,7,10,8,30,14
733,2026-01-21,Farmacia,Otro,Frecuente,Mañana,6,10,6,8,8,7,7,6,75,5
734,2026-01-21,Farmacia,Masculino,Nuevo,Tarde,7,6,7,6,7,7,8,7,26,16
735,2026-01-21,Movilización,Femenino,Frecuente,Mañana,7,9,8,7,7,8,9,6,18,17
736,2026-01-21,Movilización,Masculino,Frecuente,Noche,7,6,7,6,4,5,6,7,40,13
737,2026-01-21,Farmacia,Masculino,Frecuente,Mañana,9,8,8,9,9,10,9,10,38,9
738,2026-01-21,Farmacia,Femenino,Frecuente,Noche,6,6,6,6,7,4,7,5,39,8
739,2026-01-21,Movilización,Masculino,Frecuente,Tarde,5,7,6,6,5,7,7,6,39,8
740,2026-01-21,Farmacia,Femenino,Frecuente,Mañana,8,9,7,7,6,9,6,9,43,16
741,2026-01-21,Planta de alimentos,Masculino,Frecuente,Noche,8,7,5,7,7,7,6,8,35,3
742,2026-01-22,Farmacia,Femenino,Frecuente,Noche,7,8,5,5,6,6,5,7,35,14
743,2026-01-22,Farmacia,Masculino,Frecuente,Tarde,8,8,7,7,7,10,8,8,56,8
744,2026-01-22,Farmacia,Masculino,Frecuente,Mañana,9,8,9,9,9,9,8,9,62,5
745,2026-01-22,Farmacia,Femenino,Nuevo,Tarde,5,7,6,7,6,6,7,6,18,14
746,2026-01-22,Movilización,Masculino,Frecuente,Mañana,9,8,7,9,9,8,9,10,26,11
747,2026-01-22,Farmacia,Masculino,Frecuente,Tarde,8,10,8,8,9,8,9,8,54,10
748,2026-01-23,Movilización,Femenino,Nuevo,Mañana,5,8,4,7,6,6,6,4,26,19
749,2026-01-23,Farmacia,Femenino,Frecuente,Tarde,8,8,8,10,7,8,9,7,18,11
750,2026-01-23,Movilización,Masculino,Frecuente,Mañana,7,9,8,7,8,9,8,8,34,12
751,2026-01-23,Farmacia,Masculino,Frecuente,Mañana,10,7,10,8,8,8,7,9,63,13
752,2026-01-23,Planta de alimentos,Femenino,Frecuente,Noche,7,9,6,7,7,8,6,7,43,8
753,2026-01-23,Farmacia,Femenino,Frecuente,Tarde,9,7,5,8,7,8,6,8,37,14
754,2026-01-23,Movilización,Masculino,Nuevo,Mañana,7,5,6,6,7,4,6,7,36,18
755,2026-01-23,Farmacia,Femenino,Nuevo,Tarde,7,7,5,7,7,7,6,6,45,12
756,2026-01-23,Planta de alimentos,Femenino,Nuevo,Mañana,8,7,7,8,7,7,7,8,36,5
757,2026-01-24,Farmacia,Masculino,Frecuente,Tarde,9,9,9,8,9,8,8,8,59,7
758,2026-01-24,Movilización,Masculino,Frecuente,Noche,5,7,4,6,6,7,6,5,47,21
759,2026-01-24,Farmacia,Masculino,Nuevo,Mañana,9,7,8,8,7,7,8,8,38,7
760,2026-01-24,Planta de alimentos,Femenino,Frecuente,Noche,10,9,9,10,8,8,7,9,18,6
761,2026-01-24,Planta de alimentos,Masculino,Nuevo,Tarde,6,6,7,6,6,7,7,5,38,6
762,2026-01-24,Farmacia,Femenino,Frecuente,Noche,5,6,5,7,6,6,7,6,31,13
763,2026-01-25,Farmacia,Femenino,Frecuente,Mañana,8,8,6,7,8,6,7,8,35,2
764,2026-01-25,Movilización,Femenino,Frecuente,Tarde,5,7,4,7,8,6,6,5,35,8
765,2026-01-25,Farmacia,Femenino,Frecuente,Mañana,5,7,9,8,7,9,8,5,18,19
766,2026-01-25,Farmacia,Masculino,Frecuente,Tarde,7,8,8,6,5,8,7,7,39,7
767,2026-01-25,Planta de alimentos,Masculino,Frecuente,Mañana,8,8,8,8,10,10,10,9,43,8
768,2026-01-25,Farmacia,Otro,Frecuente,Tarde,10,9,9,10,9,9,7,10,64,7
769,2026-01-25,Planta de alimentos,Masculino,Nuevo,Noche,7,7,4,6,7,7,6,5,60,9
770,2026-01-25,Farmacia,Otro,Frecuente,Mañana,7,7,7,7,7,6,7,7,54,9
771,2026-01-25,Farmacia,Masculino,Frecuente,Tarde,7,7,5,8,7,8,6,7,55,6
772,2026-01-25,Planta de alimentos,Masculino,Frecuente,Tarde,9,8,9,8,8,8,7,9,40,5
773,2026-01-25,Planta de alimentos,Masculino,Frecuente,Mañana,9,9,6,7,8,9,8,9,48,2
774,2026-01-25,Movilización,Masculino,Frecuente,Mañana,6,6,7,8,8,7,6,5,61,16
775,2026-01-25,Planta de alimentos,Masculino,Nuevo,Tarde,7,7,7,7,7,7,8,6,25,9
776,2026-01-25,Farmacia,Femenino,Frecuente,Noche,8,8,7,7,8,9,7,7,60,5
777,2026-01-26,Planta de alimentos,Masculino,Frecuente,Tarde,7,9,8,9,8,7,8,6,51,8
778,2026-01-26,Farmacia,Masculino,Frecuente,Mañana,7,8,6,8,7,6,7,8,44,10
779,2026-01-26,Movilización,Masculino,Frecuente,Mañana,7,7,6,7,8,5,7,7,41,14
780,2026-01-27,Farmacia,Femenino,Nuevo,Tarde,6,8,7,8,6,7,8,6,21,8
781,2026-01-27,Movilización,Masculino,Frecuente,Mañana,5,6,4,6,8,5,7,5,63,7
782,2026-01-27,Movilización,Femenino,Nuevo,Mañana,5,6,5,7,4,6,6,6,32,14
783,2026-01-27,Farmacia,Femenino,Nuevo,Tarde,8,8,6,8,7,6,7,8,55,9
784,2026-01-27,Planta de alimentos,Femenino,Nuevo,Tarde,7,9,6,7,7,6,6,7,62,2
785,2026-01-27,Planta de alimentos,Masculino,Frecuente,Noche,8,7,6,10,9,8,8,8,50,9
786,2026-01-27,Farmacia,Masculino,Nuevo,Mañana,10,9,7,7,9,8,7,10,64,7
787,2026-01-27,Farmacia,Masculino,Nuevo,Mañana,9,9,8,9,9,8,8,8,48,6
788,2026-01-28,Farmacia,Masculino,Frecuente,Noche,7,7,7,8,9,7,7,6,75,14
789,2026-01-28,Farmacia,Masculino,Nuevo,Tarde,6,9,8,7,7,7,5,7,18,2
790,2026-01-28,Movilización,Masculino,Frecuente,Tarde,7,8,8,6,7,7,7,7,75,15
791,2026-01-28,Farmacia,Femenino,Nuevo,Mañana,7,8,6,7,6,7,7,7,31,11
792,2026-01-28,Farmacia,Femenino,Frecuente,Tarde,8,8,7,9,9,7,8,9,39,11
793,2026-01-28,Farmacia,Masculino,Frecuente,Tarde,9,9,9,9,10,10,10,10,33,14
794,2026-01-28,Farmacia,Masculino,Nuevo,Mañana,7,8,5,8,7,9,7,7,34,10
795,2026-01-28,Farmacia,Masculino,Nuevo,Mañana,5,4,6,4,6,5,4,5,19,11
796,2026-01-28,Planta de alimentos,Femenino,Frecuente,Tarde,8,9,4,8,7,6,6,7,46,3
797,2026-01-29,Planta de alimentos,Femenino,Nuevo,Noche,6,7,6,7,6,8,7,8,24,2
798,2026-01-29,Movilización,Masculino,Nuevo,Mañana,8,6,8,8,7,9,7,8,32,16
799,2026-01-29,Movilización,Masculino,Nuevo,Mañana,6,6,4,5,7,5,5,7,37,21
800,2026-01-29,Movilización,Femenino,Nuevo,Noche,6,6,7,8,5,5,6,7,18,16
801,2026-01-29,Planta de alimentos,Masculino,Frecuente,Noche,9,9,7,10,8,7,6,8,55,7
802,2026-01-29,Movilización,Masculino,Frecuente,Tarde,7,8,6,7,8,5,6,7,42,17
803,2026-01-29,Planta de alimentos,Masculino,Frecuente,Mañana,9,9,7,10,10,10,10,8,58,6
804,2026-01-29,Planta de alimentos,Masculino,Frecuente,Tarde,7,8,5,5,7,6,6,6,46,13
805,2026-01-29,Farmacia,Femenino,Frecuente,Noche,8,6,7,9,9,5,6,8,24,3
806,2026-01-29,Planta de alimentos,Masculino,Frecuente,Noche,9,9,10,6,8,6,6,9,37,5
807,2026-01-29,Movilización,Femenino,Nuevo,Mañana,7,8,6,8,7,5,6,7,30,10
808,2026-01-29,Farmacia,Masculino,Frecuente,Tarde,7,7,6,7,8,6,6,7,64,12
809,2026-01-29,Movilización,Masculino,Nuevo,Tarde,6,5,7,7,7,7,6,6,46,22
810,2026-01-29,Farmacia,Masculino,Frecuente,Tarde,8,8,8,6,7,8,8,8,33,5
811,2026-01-29,Farmacia,Femenino,Nuevo,Mañana,7,8,7,7,6,7,7,7,38,9
